CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,INDUSTRIAL_CLASS,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,REGISTERED_OFFICE_ADDRESS,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,LATEST_YEAR_ANNUAL_RETURN,LATEST_YEAR_FINANCIAL_STATEMENT
U74999MN2018PTC013665,IWAARI MEDIA AND ENTERTAINMENT PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,09-05-2018,Manipur,100000,100000,74999,Real estate renting and business activities,"House No 204, BPR-W/11, NgaikhongKhullen Road, Bishnupur Mamang Leikai  ",ROC SHILLONG,shamtom2222@gmail.com,31-03-2019,31-03-2019
U74999MN2018PTC013672,SANGLENMAPAN AUTOMOBILES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-05-2018,Manipur,500000,500000,74999,Real estate renting and business activities,"C/O Thokchom Shyamkishor Singh,KhangabokCherapur Khunou ,Leikai Part -III  ",ROC SHILLONG,sunilthokcom@gmail.com,31-03-2019,31-03-2019
U74999MN2018PTC013673,YELHOUMEE ENTERPRISES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-05-2018,Manipur,100000,100000,74999,Real estate renting and business activities,"C/O NINGTHOUJAM TOMBA SINGHS/ONINGTHOUJAM BABU SINGH, KHONGHAMPAT  ",ROC SHILLONG,LEGALRAASTACLIENTS@GMAIL.COM,31-03-2019,31-03-2019
U74999MN2018PTC013679,KANGLASHA SERVICE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,30-05-2018,Manipur,400000,400000,74999,Real estate renting and business activities,"C/o Yumnam Shyamkishwor SinghChingamathak Pishum Leirak,Nr Hao Ground  ",ROC SHILLONG,fc.kanglasha@gmail.com,31-03-2019,31-03-2019
U74999MN2018PTC013680,CHAJING UNIFIED FIVE STAR SERVICESPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,04-06-2018,Manipur,1000000,100000,74999,Real estate renting and business activities,"C/o Soibam Boinao Singh, 19 Soibam HouseLilong Chajing, Mairenkhong Leikai,  ",ROC SHILLONG,chandramani.m@gmail.com,NA,NA
U74999MN2018PTC013682,ZINYOR TECH AND SKILLS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,04-06-2018,Manipur,1000000,100000,74999,Real estate renting and business activities,"SOUTH OF PG PETROLEUM, NEAR VISHAL MARTCHINGMEIRONG EAST, IMPHAL EAST I,  ",ROC SHILLONG,YENGKHOM.666@GMAIL.COM,NA,NA
U74999MN2018PTC013683,KAZOK LOOMS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,07-06-2018,Manipur,100000,100000,74999,Real estate renting and business activities,450Viewland Zone II  ,ROC SHILLONG,mca21.mis@gmail.com,NA,NA
U74999MN2018PTC013687,GURUARIBAM DHAKA SHARMA CONSTRUCTIONMATERIALS PRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,12-06-2018,Manipur,500000,500000,74999,Real estate renting and business activities,C/o Guruaribam Gouranityai SharmaBrahmapur Guruaribam Lekai  ,ROC SHILLONG,pcsvaibhavgarg@gmail.com,31-03-2019,31-03-2019
U74999MN2018PTC013689,THANGVUNG PRIVILEGE SERVICES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,13-06-2018,Manipur,1000000,100000,74999,Real estate renting and business activities,HOUSE NO. 4LEISANG CHURACHANDPUR MANIPUR  ,ROC SHILLONG,lianthangvung11@gmail.com,31-03-2019,31-03-2019
U74999MN2018PTC013691,DOCXUS CONSULT PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,17-06-2018,Manipur,1000000,100000,74999,Real estate renting and business activities,"IED-III1-EC-14/2, UCHEKON KHUNOU  ",ROC SHILLONG,sonilyngdoh@gmail.com,NA,NA
U74999MN2018PTC013693,TOMTHINNGANBA ENTERPRISE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,18-06-2018,Manipur,500000,500000,74999,Real estate renting and business activities,MAYAIKOIBI NINGTHOUJAM LEIKAIKHAPLANBA LEIRAK  ,ROC SHILLONG,pcsvaibhavgarg@gmail.com,31-03-2019,31-03-2019
U74999MN2018PTC013698,WIGISTIC VENTURES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,25-06-2018,Manipur,100000,100000,74999,Real estate renting and business activities,"8117,18-8-35Yelang Leikai  ",ROC SHILLONG,foodwifihomedelivery@gmail.com,NA,NA
U74999MN2018PTC013703,NORWEST NAWA ENTERPRISES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,02-07-2018,Manipur,100000,100000,74999,Real estate renting and business activities,SENAPATI BAZAARSTAR COMPLEX  ,ROC SHILLONG,KEVIN.NASH04@GMAIL.COM,NA,NA
U74999MN2018PTC013704,PICASOID HEALTH TECHNOLOGY PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,02-07-2018,Manipur,200000,100000,74999,Real estate renting and business activities,"47 Leimapokpam HouseHaoreibi Awang Leikai,Haorebi Road,  ",ROC SHILLONG,taxadviser2019@gmail.com,31-03-2019,31-03-2019
U74999MN2018PTC013711,CHUMTHANG SOLUTIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,17-07-2018,Manipur,100000,100000,74999,Real estate renting and business activities,"C/O- SHRI THOKCHOM YAIMA SINGH ,WANGKHEITHANGAPAT ,MAPAL, IMPHAL EAST  ",ROC SHILLONG,chumthangsolutions@gmail.com,NA,NA
U74999MN2018PTC013713,LAMJINGBA TIMES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,18-07-2018,Manipur,1000000,100000,74999,Real estate renting and business activities,"C/O KONGKHAM BUNGBUNG SINGHIED-II, C-4-68/1, NAGAMAPAL RIMS ROAD  ",ROC SHILLONG,lamjingbafoundation@gmail.com,NA,NA
U74999MN2018PTC013714,THOUGAL EVENT SOLUTIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,19-07-2018,Manipur,100000,100000,74999,Real estate renting and business activities,0/4 TOP KHONGNANG MAKHONGPOROMPAT BARUNI ROAD  ,ROC SHILLONG,bipurk22@gmail.com,31-03-2019,31-03-2019
U74999MN2018PTC013716,LUHOU PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,03-08-2018,Manipur,100000,100000,74999,Real estate renting and business activities,"9947, 25-B -193HAOBAM MARAK CHINTHAM LEIKAI  ",ROC SHILLONG,vinoohhoo@gmail.com,NA,NA
U74999MN2018PTC013722,CHISHI ADVERTISING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-08-2018,Manipur,1000000,100000,74999,Real estate renting and business activities,Wangkhei Ningthem Pukhri MapalPorompat Sub - Division  ,ROC SHILLONG,wanglenkh@gmail.com,NA,NA
U74999MN2018PTC013724,ADDBLE SOLUTIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,27-08-2018,Manipur,1000000,600000,74999,Real estate renting and business activities,BIR TIKENDRAJIT MEMORIAL COMPLEXLAMSANG SUB DIVISION  ,ROC SHILLONG,yaikhomba@addble.com,31-03-2019,31-03-2019
U74999MN2018PTC013726,KUROLAB PHARMA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,30-08-2018,Manipur,100000,50000,74999,Real estate renting and business activities,15-B- 10/7 KEISHAMTHONGMOIRANG NINGTHOU  ,ROC SHILLONG,lupin_anil@rediffmail.com,31-03-2019,31-03-2019
U74999MN2018PTC013729,NINGTHOUCHA DEVELOPERS AND PROJECTSPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,31-08-2018,Manipur,1000000,100000,74999,Real estate renting and business activities,KHURAI CHINGANGBAM LEIKAITINSIT ROAD  ,ROC SHILLONG,NINGTHOICHADEVELOPER@GMAIL.COM,31-03-2019,31-03-2019
U74999MN2018PTC013732,KOMBIREI CREATIVE ENTERPRISES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,10-09-2018,Manipur,1000000,100000,74999,Real estate renting and business activities,C/o HAOBAM JOYREMBAYaiskul Chingakham Leikai  ,ROC SHILLONG,joyremba@yahoo.com,NA,NA
U74999MN2018PTC013745,MAZZDA EARTHMOVERS & LEASING PRIVATELIMITED  ,D455,Private,Company limited by Shares,Non-govt company,29-09-2018,Manipur,100000,100000,74999,Real estate renting and business activities,"FLAT NO.1 FIRST FLOOR, VIEW LANE COLONYNEAR NEPALI GORKHA BAPTIST CHURCH,  ",ROC SHILLONG,hitendravithlani@gmail.com,NA,NA
U74999MN2018PTC013747,MAMI TAIBANG MEDIA AND ENTERTAINMENTPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,29-09-2018,Manipur,100000,100000,74999,Real estate renting and business activities,WAITHOU BAZARHOUSE NO.54  ,ROC SHILLONG,AKOIJAMSDS@GMAIL.COM,31-03-2019,31-03-2019
U74999MN2018PTC013751,HAYUM MANAGEMENT CONSULTING PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,01-10-2018,Manipur,1000000,100000,74999,Real estate renting and business activities,SAGOLBAN WAHENGBAMLEIKAI P.O. IMPHAL P.S.  ,ROC SHILLONG,SUMONLYL@GMAIL.COM,NA,NA
U74999MN2018PTC013754,MANIGREEN APPLIANCES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,09-10-2018,Manipur,100000,100000,74999,Real estate renting and business activities,"Heigru Makhong,Khurai Konsam Leikai,House No 170,  ",ROC SHILLONG,lingkankonsam@gmail.com,31-03-2019,31-03-2019
U74999MN2018PTC013758,LEIKA INFRASTRUCTURE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,25-10-2018,Manipur,100000,100000,74999,Real estate renting and business activities,"C/o Md. Abdul Karim Khan, Sangaiyumpham,Nungphou Bazar,Po Wangjing, Thoubal dist  ",ROC SHILLONG,leikainfra@gmail.com,NA,NA
U74999MN2018PTC013762,FAIHENG TECHNOLOGIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,29-10-2018,Manipur,500000,10000,74999,Real estate renting and business activities,"HOUSE NO 18 1ST STREETNEW LAMBULANE, CHECKON  ",ROC SHILLONG,davidfaiheng777@gmail.com,31-03-2019,31-03-2019
U74999MN2018PTC013764,DAFFODIL LOGISTICS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,31-10-2018,Manipur,100000,20000,74999,Real estate renting and business activities,H NO 145 KHANGSHIM VILLAGE POKAKCHING CHANDEL  ,ROC SHILLONG,johnchetry@gmail.com,NA,NA
U74999MN2018PTC013767,STARTLINE FINCOM PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,05-11-2018,Manipur,1000000,200000,74999,Real estate renting and business activities,"C/O. Mahabir Rai,House No-2,Plot No.-11,MAJORKHUL ROAD/OPP- TVS SHOWROOM  ",ROC SHILLONG,caprashantrajesh@gmail.com,NA,NA
U74999MN2018PTC013774,SSRG ADVISORY SERVICES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,30-11-2018,Manipur,1000000,100000,74999,Real estate renting and business activities,"19230, 9-L-43/6, KHUYATHONG SANI MANDIRIMPHAL  ",ROC SHILLONG,skrsunilkumarrai@gmail.com,NA,NA
U74999MN2018PTC013777,RESOURCEFUL REINCARNATION PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,04-12-2018,Manipur,100000,100000,74999,Real estate renting and business activities,"88/A, SAGOLBAND TERA, LUKRAM LEIRAKNC ROAD, COMMUNITY HALL  ",ROC SHILLONG,rockylukram@gmail.com,NA,NA
U74999MN2019OPC013972,ROBUKA MANAGEMENT (OPC) PRIVATE LIMITED   ,ACTV,Private(One Person Company),Company limited by Shares,Non-govt company,07-11-2019,Manipur,1000000,100000,74999,Real estate renting and business activities,"21/A, SAGOLBAND TERA LUKRAM LEIRAK,NC ROAD LOCAL CLUB TERA,  ",ROC SHILLONG,client@legalraasta.com,NA,NA
U74999MN2019PTC013790,KUNJA CONSULTANT AND MANAGEMENT SERVICESPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,07-01-2019,Manipur,1000000,100000,74999,Real estate renting and business activities,MUTUM PHIBOU MAKHA LEIKAIPO WANGOI  ,ROC SHILLONG,KUNJACMSPL@GMAIL.COM,NA,NA
U74999MN2019PTC013795,IRAMDAM MANUFACTURING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,14-01-2019,Manipur,1000000,100000,74999,Real estate renting and business activities,"KADANGBAND PART 1, IMPHAL WEST 1P.O/P.S LAMSANG, U K ROAD, SINGDA  ",ROC SHILLONG,SOIBAMBUSINESS@GMAIL.COM,NA,NA
U74999MN2019PTC013797,SO ODEUR EXPORT AND IMPORT PRIVATELIMITED  ,UPSO,Private,Company limited by Shares,Non-govt company,15-01-2019,Manipur,100000,100000,74999,Real estate renting and business activities,"19443, 1-L-28/14THANGAL BAZAR  ",ROC SHILLONG,drrohit68@gmail.com,NA,NA
U74999MN2019PTC013802,YELHOUMEE BUSINESS SOLUTIONS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,23-01-2019,Manipur,100000,100000,74999,Real estate renting and business activities,"C/o Ningthoujam Tomba Singh, KhonghampatMantri Leikai, Near Community Hall  ",ROC SHILLONG,yelhoumee.bs@gmail.com,NA,NA
U74999MN2019PTC013803,BISWAJUN ORGANIC SYSTEM SOLUTION PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,30-01-2019,Manipur,1000000,100000,74999,Real estate renting and business activities,"C/O THONGAM KUMAR SINGH NINGOMTHONGBAZAR, THONGJU  ",ROC SHILLONG,pcsvaibhavgarg@gmail.com,NA,NA
U74999MN2019PTC013809,KOIRENG AND SONS IMPORT AND EXPORTPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,07-02-2019,Manipur,500000,500000,74999,Real estate renting and business activities,"12296, 23 - B - 24 / 11Haobam Marak, Ngangom, Leikai,  ",ROC SHILLONG,pnksingh70@gmail.com,31-03-2019,31-03-2019
U74999MN2019PTC013810,KOIRENG AND SONS CONSULTANCY SERVICESPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,07-02-2019,Manipur,500000,500000,74999,Real estate renting and business activities,"12296, 23 - B - 24 / 11Haobam Marak, Ngangom, Leikai,  ",ROC SHILLONG,pnksingh70@gmail.com,31-03-2019,31-03-2019
U74999MN2019PTC013816,YELHOU TECHNOLOGY PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,12-02-2019,Manipur,800000,100000,74999,Real estate renting and business activities,"C/o LONGJAM DAYABANTA SINGH,KEISHAMTHONG LONGJAM LEIRAK, IMPHAL  ",ROC SHILLONG,YELHOUTECHNOLOGY@GMAIL.COM,NA,NA
U74999MN2019PTC013820,AMETHYST RESEARCH & CONSULTING PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,18-02-2019,Manipur,1000000,100000,74999,Real estate renting and business activities,"A-2-74/1, THANGMEIBANDYUMNAM LEIKAI, LAMPHELPAT,  ",ROC SHILLONG,pcsvaibhavgarg@gmail.com,NA,NA
U74999MN2019PTC013825,KANGLEIPAK KLOUD SERVICES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,28-02-2019,Manipur,1000000,100000,74999,Real estate renting and business activities,"C/o Urikhimbam Fernandes Singh, IED -III12-E(COM) 63, Pheija, Leitong, Thongju  ",ROC SHILLONG,urikhimbamfernandes@gmail.com,NA,NA
U74999MN2019PTC013830,KOIRENG AND SONS GOLD AND GEMS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,08-03-2019,Manipur,500000,500000,74999,Real estate renting and business activities,"12296, 23 - B - 24 / 11Haobam Marak, Ngangom, Leikai,  ",ROC SHILLONG,pnksingh70@gmail.com,NA,NA
U74999MN2019PTC013837,IMPHAL ANGELS NETWORK PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,20-03-2019,Manipur,1000000,100000,74999,Real estate renting and business activities,"C/o Laikangbam Ingochouba SinghNaga Mapal, Kangjabi Leirak  ",ROC SHILLONG,contact@imphalangels.com,NA,NA
U74999MN2019PTC013858,SENFOO SERVICES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,24-04-2019,Manipur,100000,100000,74999,Real estate renting and business activities,"C/o Mr. Hidangmayum Sibananda SharmaBrahmapur Nahabam Bamon Leikai,  ",ROC SHILLONG,pcsvaibhavgarg@gmail.com,NA,NA
U74999MN2019PTC013863,ORION ACADEMY PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,06-05-2019,Manipur,100000,100000,74999,Real estate renting and business activities,"77, MONGSANGEI   ",ROC SHILLONG,ntaconsultants@gmail.com,NA,NA
U74999MN2019PTC013864,BEG ACT EAST PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,06-05-2019,Manipur,1000000,150000,74999,Real estate renting and business activities,"IBOYAIMA HOSPITAL & RESEARCH CENTRESingjamei Mathak, Chongtham Leikai  ",ROC SHILLONG,hthokchom@gmail.com,NA,NA
U74999MN2019PTC013878,HNG SERVICES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,06-06-2019,Manipur,100000,100000,74999,Real estate renting and business activities,"IED-11 C-2-62 NAGAMAPALKANGJABI LEIRAK,  ",ROC SHILLONG,SGKENTERPRISES2018@gmail.com,NA,NA
U74999MN2019PTC013898,ERAMDAM INDUSTRY PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,11-07-2019,Manipur,200000,200000,74999,Real estate renting and business activities,IED III N C LA A2 66 LANGTHABALIEF AWANG MANING MANIPUR-WGOI  ,ROC SHILLONG,parkerlourem@gmail.com,NA,NA
U74999MN2019PTC013901,SONGPI INFOTECH PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,12-07-2019,Manipur,100000,100000,74999,Real estate renting and business activities,Hermon VengTuibong  ,ROC SHILLONG,songpiinfo@gmail.com,NA,NA
U74999MN2019PTC013903,STARTLINE CONSULTANCY PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,15-07-2019,Manipur,1000000,200000,74999,Real estate renting and business activities,"C/o-SUJIT KAR, SEROU PART 2, KEKRUPOKPINEAR-POST OFFICE,THOUBAL  ",ROC SHILLONG,arktassociates01@gmail.com,NA,NA
U74999MN2019PTC013941,ECROSSWAY PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,13-09-2019,Manipur,1000000,100000,74999,Real estate renting and business activities,"c/o mayengbam satyajit singh, IED-IV406-16NC-SP3, Khabam Chumbrithong  ",ROC SHILLONG,CSPUINACHANDRA@GMAIL.COM,NA,NA
U74999MN2019PTC013947,KOIJAM ENTERPRISES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,20-09-2019,Manipur,1000000,100000,74999,Real estate renting and business activities,"C/O. KOIJAM MILAN MEETEI,KONGBA NANDEIBAM LEIKAI, IMPHAL  ",ROC SHILLONG,KUNJACMSPL@GMAIL.COM,NA,NA
U74999MN2019PTC013955,SALAI CONSULTANCY SERVICES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,01-10-2019,Manipur,1000000,1000000,74999,Real estate renting and business activities,C/O NARENGBAM SAMARJIT SINGHSAGOLBAND TERA LOUKRAKPAM LEIKAI  ,ROC SHILLONG,deep.hybee@gmail.com,NA,NA
U74999MN2019PTC013956,ANGOM CONSULTANT PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,01-10-2019,Manipur,100000,100000,74999,Real estate renting and business activities,"IED - III, 5 - EA - 16/7Wangkhei Angom, Leikai  ",ROC SHILLONG,thoiba777@gmail.com,NA,NA
U74999MN2019PTC013958,PHOUOIBEE SOLUTIONS INDIA PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,09-10-2019,Manipur,1000000,100000,74999,Real estate renting and business activities,"C/O. S. JOYKUMAR, IED-I, 22325,3-B-16/10, THOUDABAABOK LEIKAI,IMPHAL,  ",ROC SHILLONG,dinakumar140387@gmail.com,NA,NA
U74999MN2019PTC014006,CHINGDON PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,27-12-2019,Manipur,1000000,75000,74999,Real estate renting and business activities,"C/O. CH. NOYONCHAND, IED-I, 5306,16-B-59, ELANGBAM LEIKAI, 16-B-59,  ",ROC SHILLONG,cspuinachandra@gmail.com,NA,NA
U74999MN2020OPC014019,MEIDINGU AVIATION (OPC) PRIVATE LIMITED   ,ACTV,Private(One Person Company),Company limited by Shares,Non-govt company,10-01-2020,Manipur,100000,100000,74999,Real estate renting and business activities,"16 A, Meitel Langol Type 2A Sector Mamang  ",ROC SHILLONG,rikas.naorem90@gmail.com,NA,NA
U74999MN2020PTC014015,LRS EDUCATION PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,07-01-2020,Manipur,5000000,2000000,74999,Real estate renting and business activities,"IED-II, 25-A-8/7 (NC), CHANGANGEI,OPP. AIRPORT,  ",ROC SHILLONG,rolsphy@gmail.com,NA,NA
U74999MN2020PTC014035,LINGZEL ENTERPRISES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,29-01-2020,Manipur,1500000,100000,74999,Real estate renting and business activities,c/o. SOROKHAIBAM TOMBA SIIGHARI MAMANG LEIKAI  ,ROC SHILLONG,cspuinachandra@gmail.com,NA,NA
U65992MN1977PTC001717,MANIPUR CHITS SAVINGS & INVESTMENT CO PVT LTD  ,STOF,Private,Company limited by Shares,Non-govt company,30-07-1977,Manipur,100000,200,65992,Financial intermediation,PAN BAZARIMPHAL   ,ROC SHILLONG,NA,NA,NA
U65993MN1993PTC013472,MICROLAN FINANCE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,11-10-1993,Manipur,30000000,26920380,65993,Financial intermediation,"WHITE TOWER, URIPOK ACHOM LEIKAI,MAIN ROADOPPOSITE SHAKHI DEVI GIRLS HIGH SCHOOL  ",ROC SHILLONG,m.finance125@gmail.com,31-03-2019,31-03-2019
U65993MN2019PLC013909,SVAYAN SAHAAYATA MUTUAL BENEFIT NIDHILIMITED  ,ACTV,Public,Company limited by Shares,Non-govt company,19-07-2019,Manipur,1000000,500000,65993,Financial intermediation,Thangzam RoadNew Bazar  ,ROC SHILLONG,svayansahaayatamutualbenefit@gmail.com,NA,NA
U65999MN1997PTC008429,SWEL FINVEST PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,17-03-1997,Manipur,50000000,20269390,65999,Financial intermediation,Thoubal Wangmataba Near Thoubal  ParkingOpposite Vision Higher Secondary School  ,ROC SHILLONG,swelfinvest@gmail.com,31-03-2019,31-03-2019
U65999MN2018PLC013632,PANTHOIBI NIDHI LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,26-02-2018,Manipur,10000000,1300000,65999,Financial intermediation,"NEAR FLYOVER BRIDGE,URIPOK TOURANGBAM LEIKAI,  ",ROC SHILLONG,panthoibinidhi@gmail.com,NA,NA
